4,"Честно говоря так и не понял на сколько стоящая это штука, сначала прикрепил, реально очень крепко держит планшет на приборной панели, но проблема в том что довольно быстро садится пыл и сразу хуже начинает держать. Пришлось убрать в бардачек что бы не пылилась. Пользуюсь только в дальней дороге.."
5,"Надо больше размеры."
4,"Отличная вещ, если поверхность на которую собираетесь клеить, гладкая, не матовая"
4,"Достаточно полезная вещица. Купил себе и на подарок. Не жалею."
,"обычно крепится телефон таким образом что экран не видно да еще и слепит, вообщем безполезненькая штука"
5,"Гарно чіпляється та добре тримає"
,"Какие размеры коврика?"
5,"Свои функции выполняет на 100%, качество со временем не падает"
,"используется в авто"
,"Прикольний коврик. Липкість відмінна. Якби ще розміри були б трохи більші то взагалі він був би ідеальним."
,"просто супер"
5,"Хорошая штука ложил почти все от навигатора до мобилки держит замечательно."
,"Не заменимая вещь!!! Особенно если у водителя несколько телефонов, либо (как у меня) жена тоже пользуется машиной. Пользуюсь более года."
,"Удобро крепить радардетектор, чтоб не цеплять на присосочки. ляпнул его на него и усе )"
5,"После этого коврика пробовал несколько вариантов, которые стоили дешевле. Но к сожалению &quot;работали&quot; около месяца - двух...не более!!!"
,"пройшло більше ніж пів року користування з машиин ен забирав навіть зимою. Такий же коврик в брата (не EasyGO, куплений за 39 грн.) вже втратив свої келйкі властивості. А свій я сьогодні помив і все працює - супер."
4,"Покупкой доволен !!! И ценой !"
5,"Прикольная штука, приобретайте не пожалеете!"
,"Коврик хороший. Телефон держит отлично!"
,"Коврик действительо работает, моется под струей воды нормально, после высыхания пока не потерял липкость."
,"какой у него размер в мм?"
5,"приємна і потрібна річ. причіпав телефон і навігатор тримає добре. Бачив в іншому магазині килимок точно такої ж форми тільки без напису EasyGo ціна 39 грн., але от наскільки він липкий попробувати небуло можливості"
,"Коврик отличный. Держит супер. Запылился -промыл под водой и он опять как новый. Единственный минус это то что под воздействием высокой температуры от прямых солнечных лучей проступает силикон, который начинает пачкать поверхности аппаратуры. Проще говоря приходит в негодность. Так что если беречь летом от солнца то прослужит долго."
,"Вещь полезная, спору нет,но!!! купил два таких коврика и...откровенно говоря - пожалел,что сделал это! объясню почему-когда на него что-либо ставишь, будь-то пачка сигарет или мобильник, то при снятии этой вещи - снимаешь вместе с ковриком...(((, если же перевернуть его, то он уже не смотриться, хотя, уже и не отклеивается вместе с вещью...вот и думайте!"
5,"за такую цену отлично! прослужил этот коврик не мало!"
,"полезная вещица, подарила трем автолюбителям и все довольны"
3,"Полезный девайс не только в машине."
,"Действительно липнет. Телефон каждый раз от него отдирать не очень приятно, а вот для регистратора, навигатора или радар-детектора - самое оно."
,"на каком принципе он крепится и к нему прилипает?"
,"интересует вопрос по делу,как эта штуковина ведет себя на морозе и жаре.липучие свойства не теряются ли зимой и летом."
,"Не гони &quot;Сергій&quot;!!! Влаги не боится... В инструкции написано что когда он теряет липучесть (припадает пылью, грязью) - нужно промыть его водой, после высыхания возобновятся характеристики. Опробовал - работает. Коврик без клея, но очень липкий, держать будет навигатор, телефон и т.д. если задняя панель девайса более менее плоская даже на потолку ."
3,"купив собі було все класно,протирав панель і протер ту єрунду і перистало тримати"
,"да та фігня класна поки нова а протерти її вологою тряпкою і всьо тримати перестає"
5,"Полезный аксессуар. Из разряда must have в каждом авто. Видеоролик по слову &quot;автоковрик&quot; на ютубе."
5,"Навигатор и телефон реально держит. Там кто то спрашивал - можно ли переклеить - можно. Из одного места в другое спокойно."
,"Хочу такой, а лучше несколько штук :) Он липкий с обеих сторон? Или с обратной стороны его один раз наклеил на определенное место в авто, и уже не переклеишь? Навигатор реально будет держаться в вертикальном положении и не падать при езде по плохой дороге? И как эта штука работает? Там клей, или что там такое?"
,"А действительно он выдерживает вот так вертикально?Если навигатор прицепить,на кочках не упадет?"
5,"Очень нужный и удобный прибамбас в авто, как оказалось. Подумываю о втором. Достался в подарок с навигатором easygo"
