5,"Добрый день всем!Подскажите будьте так великодушны,имеется ли в этом навигаторе с ПО Navitel карты Европы?Так как мне они будут необходимы,а в описании этой информации нет.Спасибо огромное за ответы!"
,"А на велосипед есть возможность прицепить?И если есть возможность, то как прицепить?"
,"Мало ездил с навигатором общее впечатление о навигаторе удов при дальнейшей эксплуатации напишу поже"
,"Есть ли у tenex 70 m функция зеркального отражения видеоизображения от камеры?"
3,"Хорошая модель, если бы не зависала в самый ответственный момент. Карты лучше использовать Libelle."
,"отличная модель, даже поддержка иногда отвечает. не ясно одно - почему при включении двигателя он сам не включается. и еще - подключил камеру заднего вида, какое-то шумноватое изображение выходит. а так супер!"
,"Ведет нормально, но бывает &quot;тормозит&quot; иногда - нужно со старта карту памяти ставить. И еще - почему-то водит второстепенными улочками вместо главных дорог... Видимо, режим анти-ГАИ )))"
,"А відео файли він підтримує? Наприклад, як http://rozetka.com.ua/tenex_60_w/p84783/comments/page=2/#tab=all ? (WMV,MP4, avi, asf and 3GP)"
,"Как подключить интернет Tenex 70 MSEHD ??? Помогите ! Спасибо"
5,"Для начинающего водителя незаменимая штука! Ни разу меня не завел куда-нибудь не туда. Если проскочишь поворот, моментально перестраивает маршрут. Да и дисплей большой - не промажешь при нажатии"
,"Підскажіть який макс (ГБ) мікро SD підходить ?"
5,"Многофунциональный аппарат, очень радует своими функциями и их исполнением. Получил на подарок, очень рад!"
,"хароший-прехероший, только к нему в комплектации должна зубочистка идти чтоб на reset жать на обратной стороне корпуса, кто в курсе угу."
,"Давно искал качественный аппарат с Навителом. Оч хорошая штука эта модель. Всё чётенько пашет, вопросов нету. Собран на совесть. Цена вполне оправдана качеством и функциями. Рекомендую!"
,"Пользуюсь не долго этим гаджетом, но меня всё устраивает в нём. Не глючит, маршруты прокладывает нормально и остальные впаеные в нём функции работают нормально"
4,"Моему навику уже почти год. ведет себя нормально, иногда тупит навител, обновлялся до последней версии, бывает сходит с ума когда проложен странный маршрут (по прямой для навитела это странно), был с ним в Одессе, помог. Громкая связь не очень приходится кричать и слушать, стоит авто-ответ."
,"Отличная вещь.Как навигатор, так и допфункции работают на ура!"
,"Отличная диагональ, все видно отчетливо. Самое интересное то что тут можно и книжку почитать на нем электронную и музыку послулать. Вообщем о развлечениях не забыли. Сам GPS-модуль работает четко. Первый раз спутники искал 3-5 минут, говорят это какой-то &quot;холодный старт&quot;, зато потом находил их меньше чем за минуту. Все быстро и водит по Украине безошибочно."
4,"Для своей цены неплохой товар. Навител заменил на Igo так как надо карты Европы."
,"Какая версиа Навител установлена?"
,"Мощный девайс за небольшие деньги. Спутники находит быстро, водит по незнакомым местам отлично, да и не тупит, что особенно радует!"
,"Спутники сразу находит в течении 10-20 сек! Проблем нет!"
,"Скажите пожалуйста, а можно к нему присоединить камеру и использовать как регистратор"
5,"К самым сильным сторонам навика могу отнести экран - очень сочный, цветопередача на уровне, и на прикосновения реагирует без задержек, что очень приятно. Также явным преимуществом является навигация, все понятно, просто и удобно для пользователя."
5,"Мне служит верой и правдой уже больше месяца (почти два). Куда я его только с собой не таскал: и на море в Крым, и к родственникам в Киев, пока всегда приводит туда, куда нужно!"
5,"Порадовало всё в упаковке с навиком: от удобного крепления навигатора и до программы, установленой на нем, либель называется. Короче куча радости в одном флаконе, класс!"
,"C таким можно и за медом пойти.. :) Ну вообще класненький нави. Поможет если что."
5,"Красапета то какая! Мне в авто вписался, плюс отпала необходимость гарнитру покупать, юзаю громкую связь через него."
5,"Хорошо вписался в интерьер (chevrolet captiva), неплохо и работает. Время работ напрямую зависит от яркости такого здоровенного экрана, поэтому стараюсь поубавить яркость."
5,"Мой первый и любимый навигатор. Спасибо тебе."
